variant,screen_date,ticker,Region,base_score,residual_score,vcp_score,Final_Score,Total_Score
Residual_30,2020-12-31,US1,US,0.875,1.0,0.6041666666666666,0.9124999999999999,0.9796880603938685
Residual_30,2020-12-31,US3,US,0.75,0.5,0.4895833333333333,0.6749999999999999,0.054671261792616
Residual_30,2020-12-31,US7,US,0.625,0.625,0.4166666666666667,0.625,0.04709269340378387
Residual_30,2020-12-31,US6,US,0.5,0.75,0.40625,0.575,-0.06486686977601533
Residual_30,2020-12-31,US4,US,0.375,0.375,0.28125,0.37499999999999994,-0.522490706481652
Residual_30,2020-12-31,JP2.T,JP,1.0,1.0,0.53125,1.0,0.8804100496395324
Residual_30,2020-12-31,JP4.T,JP,0.875,0.875,0.5729166666666666,0.875,0.6739792525406838
Residual_30,2020-12-31,JP1.T,JP,0.75,0.5,0.375,0.6749999999999999,0.10273377346278584
Residual_30,2020-12-31,JP3.T,JP,0.625,0.75,0.6979166666666666,0.6625,0.09109434123418325
Residual_30,2020-12-31,JP0.T,JP,0.5,0.375,0.22916666666666666,0.46249999999999997,0.008117311897360875
Residual_30,2020-12-31,JP5.T,JP,0.375,0.625,0.4479166666666667,0.44999999999999996,-0.18826981972160584
Residual_30,2021-03-31,US3,US,1.0,1.0,0.625,1.0,1.0287534343035367
Residual_30,2021-03-31,US7,US,0.875,0.875,0.3958333333333333,0.875,0.7217939860567246
Residual_30,2021-03-31,US1,US,0.75,0.75,0.4166666666666667,0.7499999999999999,0.12378649110907877
Residual_30,2021-03-31,US5,US,0.625,0.25,0.4375,0.5125,0.04659515592769123
Residual_30,2021-03-31,US4,US,0.5,0.5,0.3333333333333333,0.5,-0.304880200368058
Residual_30,2021-03-31,US6,US,0.375,0.375,0.5,0.37499999999999994,-0.40566811565105687
Residual_30,2021-03-31,JP2.T,JP,1.0,0.75,0.3958333333333333,0.9249999999999999,1.0318614379505626
Residual_30,2021-03-31,JP3.T,JP,0.875,0.875,0.6041666666666666,0.875,0.4567315055434124
Residual_30,2021-03-31,JP4.T,JP,0.75,0.625,0.4375,0.7124999999999999,0.4235833797658273
Residual_30,2021-03-31,JP0.T,JP,0.625,0.375,0.5,0.55,-0.04397760941581029
Residual_30,2021-03-31,JP6.T,JP,0.25,1.0,0.4895833333333333,0.475,-0.5011922594128011
Residual_30,2021-03-31,JP5.T,JP,0.5,0.25,0.17708333333333334,0.425,-0.2969762559675282
Residual_30,2021-06-30,US3,US,1.0,1.0,0.5520833333333334,1.0,1.0218611856244484
Residual_30,2021-06-30,US1,US,0.875,0.875,0.34375,0.875,0.45295065671787205
Residual_30,2021-06-30,US4,US,0.75,0.75,0.2604166666666667,0.7499999999999999,0.3309051311742085
Residual_30,2021-06-30,US7,US,0.625,0.625,0.5416666666666666,0.625,0.3117919127735437
Residual_30,2021-06-30,US6,US,0.375,0.5,0.3125,0.4125,-0.5587162083543422
Residual_30,2021-06-30,US5,US,0.5,0.125,0.4375,0.38749999999999996,-0.2114970275276083
Residual_30,2021-06-30,JP3.T,JP,1.0,0.875,0.5,0.9624999999999999,1.295600737885372
Residual_30,2021-06-30,JP0.T,JP,0.875,0.75,0.5729166666666666,0.8374999999999999,0.343230342859276
Residual_30,2021-06-30,JP1.T,JP,0.625,1.0,0.625,0.7375,-0.08925454863619761
Residual_30,2021-06-30,JP2.T,JP,0.75,0.5,0.3645833333333333,0.6749999999999999,0.10707837159530409
Residual_30,2021-06-30,JP5.T,JP,0.5,0.125,0.16666666666666666,0.38749999999999996,-0.2781851430586062
Residual_30,2021-06-30,JP7.T,JP,0.375,0.375,0.3854166666666667,0.37499999999999994,-0.3007155059939056
Residual_30,2021-09-30,US3,US,1.0,0.875,0.40625,0.9624999999999999,0.9424296457149071
Residual_30,2021-09-30,US1,US,0.875,1.0,0.53125,0.9124999999999999,0.7500290344759476
Residual_30,2021-09-30,US7,US,0.75,0.375,0.23958333333333334,0.6375,0.3149229537480751
Residual_30,2021-09-30,US2,US,0.625,0.625,0.4479166666666667,0.625,-0.19303090752083266
Residual_30,2021-09-30,US6,US,0.5,0.75,0.4895833333333333,0.575,-0.217371963432426
Residual_30,2021-09-30,US4,US,0.375,0.25,0.3854166666666667,0.33749999999999997,-0.3952330748321676
Residual_30,2021-09-30,JP1.T,JP,1.0,0.875,0.3645833333333333,0.9624999999999999,0.9414457477967987
Residual_30,2021-09-30,JP3.T,JP,0.875,0.75,0.3541666666666667,0.8374999999999999,0.6761337905722715
Residual_30,2021-09-30,JP0.T,JP,0.75,1.0,0.46875,0.825,0.6604393689476727
Residual_30,2021-09-30,JP6.T,JP,0.625,0.625,0.5625,0.625,-0.18436810488971483
Residual_30,2021-09-30,JP5.T,JP,0.5,0.125,0.3229166666666667,0.38749999999999996,-0.2747267047755921
Residual_30,2021-09-30,JP4.T,JP,0.375,0.375,0.375,0.37499999999999994,-0.5829929517514444
Residual_30,2021-12-31,US3,US,1.0,0.875,0.5,0.9624999999999999,0.8499237435530032
Residual_30,2021-12-31,US1,US,0.875,1.0,0.6666666666666666,0.9124999999999999,0.801136088832435
Residual_30,2021-12-31,US7,US,0.75,0.5,0.375,0.6749999999999999,0.16909954603796729
Residual_30,2021-12-31,US6,US,0.5,0.75,0.6458333333333334,0.575,-0.09071187484491676
Residual_30,2021-12-31,US4,US,0.625,0.25,0.10416666666666667,0.5125,0.03543951058148638
Residual_30,2021-12-31,US2,US,0.375,0.375,0.3854166666666667,0.37499999999999994,-0.47450608435287406
Residual_30,2021-12-31,JP0.T,JP,1.0,1.0,0.5,1.0,0.8322308176268898
Residual_30,2021-12-31,JP1.T,JP,0.875,0.75,0.3958333333333333,0.8374999999999999,0.7472291727623425
Residual_30,2021-12-31,JP6.T,JP,0.75,0.875,0.625,0.7874999999999999,0.29645312544126246
Residual_30,2021-12-31,JP3.T,JP,0.625,0.625,0.4583333333333333,0.625,0.1587826952567939
Residual_30,2021-12-31,JP5.T,JP,0.5,0.125,0.3020833333333333,0.38749999999999996,-0.12926613480085952
Residual_30,2021-12-31,JP7.T,JP,0.375,0.375,0.25,0.37499999999999994,-0.3825895796434202
Residual_30,2022-03-31,US1,US,1.0,1.0,0.3333333333333333,1.0,0.7856757215467
Residual_30,2022-03-31,US3,US,0.875,0.875,0.625,0.875,0.7671004426284467
Residual_30,2022-03-31,US7,US,0.75,0.75,0.34375,0.7499999999999999,0.26666965211740734
Residual_30,2022-03-31,US6,US,0.625,0.5,0.5833333333333334,0.5875,0.017340442698798753
Residual_30,2022-03-31,US2,US,0.5,0.375,0.5208333333333334,0.46249999999999997,-0.32419541206002706
Residual_30,2022-03-31,US4,US,0.375,0.125,0.16666666666666666,0.29999999999999993,-0.391006716566421
Residual_30,2022-03-31,JP1.T,JP,1.0,1.0,0.4583333333333333,1.0,1.273795303475008
Residual_30,2022-03-31,JP6.T,JP,0.875,0.875,0.5625,0.875,0.5126786401260813
Residual_30,2022-03-31,JP0.T,JP,0.75,0.75,0.3854166666666667,0.7499999999999999,0.13553000536339216
Residual_30,2022-03-31,JP3.T,JP,0.625,0.25,0.40625,0.5125,-0.1513035145242034
Residual_30,2022-03-31,JP7.T,JP,0.5,0.375,0.19791666666666666,0.46249999999999997,-0.3297355516130342
Residual_30,2022-03-31,JP2.T,JP,0.25,0.5,0.5833333333333334,0.32499999999999996,-0.45529785252956506
Residual_30,2022-06-30,US2,US,1.0,1.0,0.6041666666666666,1.0,0.4468444769306326
Residual_30,2022-06-30,US6,US,0.875,0.375,0.3125,0.7249999999999999,0.37187706296979894
Residual_30,2022-06-30,US7,US,0.75,0.5,0.3541666666666667,0.6749999999999999,0.3262976237806216
Residual_30,2022-06-30,US1,US,0.625,0.75,0.6458333333333334,0.6625,0.3142966071341522
Residual_30,2022-06-30,US5,US,0.375,0.875,0.4583333333333333,0.5249999999999999,-0.2262928762144309
Residual_30,2022-06-30,US3,US,0.5,0.25,0.3125,0.425,-0.2079120072197633
Residual_30,2022-06-30,JP1.T,JP,1.0,1.0,0.5104166666666666,1.0,1.3247088630945902
Residual_30,2022-06-30,JP6.T,JP,0.875,0.875,0.6145833333333334,0.875,0.7186407008475454
Residual_30,2022-06-30,JP0.T,JP,0.75,0.375,0.3645833333333333,0.6375,-0.14669182493995425
Residual_30,2022-06-30,JP7.T,JP,0.625,0.625,0.40625,0.625,-0.23986197714866847
Residual_30,2022-06-30,JP2.T,JP,0.5,0.5,0.46875,0.5,-0.35234091808509815
Residual_30,2022-06-30,JP4.T,JP,0.375,0.75,0.3645833333333333,0.48749999999999993,-0.40675562386409164
Residual_30,2022-09-30,US2,US,1.0,1.0,0.5,1.0,0.6688033204054938
Residual_30,2022-09-30,US6,US,0.875,0.875,0.3854166666666667,0.875,0.45915323499489125
Residual_30,2022-09-30,US1,US,0.75,0.75,0.6145833333333334,0.7499999999999999,0.38040558373264566
Residual_30,2022-09-30,US5,US,0.5,0.625,0.4166666666666667,0.5375,-0.1435330770403368
Residual_30,2022-09-30,US4,US,0.625,0.25,0.3645833333333333,0.5125,0.25891100198240824
Residual_30,2022-09-30,US7,US,0.375,0.5,0.2604166666666667,0.4125,-0.4585251026469378
Residual_30,2022-09-30,JP1.T,JP,1.0,1.0,0.40625,1.0,1.2433139038514642
Residual_30,2022-09-30,JP6.T,JP,0.875,0.75,0.5104166666666666,0.8374999999999999,0.33690160757175036
Residual_30,2022-09-30,JP7.T,JP,0.75,0.625,0.5729166666666666,0.7124999999999999,0.13414532093918888
Residual_30,2022-09-30,JP4.T,JP,0.5,0.875,0.6979166666666666,0.6125,-0.12328954272517342
Residual_30,2022-09-30,JP2.T,JP,0.625,0.375,0.15625,0.55,-0.09502243837859711
Residual_30,2022-09-30,JP0.T,JP,0.375,0.5,0.2916666666666667,0.4125,-0.37876767025452396
Residual_30,2022-12-30,US2,US,1.0,0.875,0.5729166666666666,0.9624999999999999,0.7937478936381406
Residual_30,2022-12-30,US6,US,0.875,1.0,0.5729166666666666,0.9124999999999999,0.7860134608427272
Residual_30,2022-12-30,US5,US,0.75,0.75,0.14583333333333334,0.7499999999999999,0.500589658371068
Residual_30,2022-12-30,US4,US,0.625,0.625,0.46875,0.625,0.01563732442287477
Residual_30,2022-12-30,US0,US,0.5,0.375,0.25,0.46249999999999997,-0.29103553150244077
Residual_30,2022-12-30,US7,US,0.375,0.5,0.46875,0.4125,-0.4266559671843158
Residual_30,2022-12-30,JP1.T,JP,1.0,1.0,0.3333333333333333,1.0,1.5552141867823666
Residual_30,2022-12-30,JP4.T,JP,0.75,0.875,0.5625,0.7874999999999999,-0.007232586475729788
Residual_30,2022-12-30,JP2.T,JP,0.875,0.375,0.1875,0.7249999999999999,0.3595401552969313
Residual_30,2022-12-30,JP6.T,JP,0.625,0.625,0.3125,0.625,-0.09093294476786037
Residual_30,2022-12-30,JP7.T,JP,0.5,0.75,0.3958333333333333,0.575,-0.14533071682992277
Residual_30,2022-12-30,JP3.T,JP,0.375,0.125,0.4270833333333333,0.29999999999999993,-0.3381276961021413
Residual_30,2023-03-31,US4,US,1.0,0.875,0.6875,0.9624999999999999,0.8878663851458698
Residual_30,2023-03-31,US6,US,0.875,1.0,0.4791666666666667,0.9124999999999999,0.7937960865997169
Residual_30,2023-03-31,US2,US,0.75,0.75,0.4166666666666667,0.7499999999999999,0.3283103789061229
Residual_30,2023-03-31,US7,US,0.625,0.625,0.5625,0.625,0.10304670688855425
Residual_30,2023-03-31,US0,US,0.5,0.375,0.3958333333333333,0.46249999999999997,-0.3939519777279701
Residual_30,2023-03-31,US1,US,0.375,0.5,0.2604166666666667,0.4125,-0.4477370165927324
Residual_30,2023-03-31,JP1.T,JP,1.0,0.875,0.25,0.9624999999999999,1.1904783258438776
Residual_30,2023-03-31,JP4.T,JP,0.875,1.0,0.375,0.9124999999999999,0.4827070269420607
Residual_30,2023-03-31,JP3.T,JP,0.75,0.75,0.5,0.7499999999999999,0.06571835418482568
Residual_30,2023-03-31,JP7.T,JP,0.5,0.5,0.4791666666666667,0.5,-0.2678401435113592
Residual_30,2023-03-31,JP2.T,JP,0.625,0.125,0.3333333333333333,0.475,-0.22683842787024022
Residual_30,2023-03-31,JP0.T,JP,0.375,0.625,0.4583333333333333,0.44999999999999996,-0.28434995616601944
Residual_30,2023-06-30,US6,US,1.0,1.0,0.4479166666666667,1.0,1.3484485856109076
Residual_30,2023-06-30,US4,US,0.875,0.875,0.4479166666666667,0.875,0.3218637046424033
Residual_30,2023-06-30,US2,US,0.75,0.625,0.46875,0.7124999999999999,0.2642724522716735
Residual_30,2023-06-30,US1,US,0.625,0.5,0.6145833333333334,0.5875,-0.2599796280249556
Residual_30,2023-06-30,US0,US,0.5,0.75,0.3645833333333333,0.575,-0.2644992871417009
Residual_30,2023-06-30,US7,US,0.375,0.375,0.4270833333333333,0.37499999999999994,-0.31388383858379904
Residual_30,2023-06-30,JP0.T,JP,1.0,1.0,0.4270833333333333,1.0,1.078343850462406
Residual_30,2023-06-30,JP4.T,JP,0.875,0.75,0.3645833333333333,0.8374999999999999,0.6556027400228547
Residual_30,2023-06-30,JP1.T,JP,0.75,0.875,0.59375,0.7874999999999999,0.5232548039623881
Residual_30,2023-06-30,JP3.T,JP,0.625,0.625,0.53125,0.625,0.05126031097104512
Residual_30,2023-06-30,JP2.T,JP,0.5,0.125,0.28125,0.38749999999999996,-0.3715416356456381
Residual_30,2023-06-30,JP5.T,JP,0.375,0.375,0.3020833333333333,0.37499999999999994,-0.4602706083109189
Residual_30,2023-09-29,US6,US,1.0,1.0,0.4583333333333333,1.0,1.1609242785812284
Residual_30,2023-09-29,US7,US,0.75,0.75,0.25,0.7499999999999999,0.1935822651006217
Residual_30,2023-09-29,US5,US,0.875,0.375,0.4166666666666667,0.7249999999999999,0.2832078741794113
Residual_30,2023-09-29,US0,US,0.625,0.625,0.4791666666666667,0.625,-0.056661438561504185
Residual_30,2023-09-29,US1,US,0.375,0.875,0.4791666666666667,0.5249999999999999,-0.2926349734279682
Residual_30,2023-09-29,US4,US,0.5,0.5,0.3958333333333333,0.5,-0.1779063699977034
Residual_30,2023-09-29,JP3.T,JP,0.875,0.875,0.25,0.875,0.6427470021481473
Residual_30,2023-09-29,JP0.T,JP,1.0,0.5,0.3125,0.85,0.6685410402063989
Residual_30,2023-09-29,JP7.T,JP,0.75,1.0,0.6041666666666666,0.825,0.5537265031110973
Residual_30,2023-09-29,JP4.T,JP,0.625,0.75,0.4791666666666667,0.6625,0.2569722135735076
Residual_30,2023-09-29,JP1.T,JP,0.5,0.625,0.5208333333333334,0.5375,0.19001209265919694
Residual_30,2023-09-29,JP5.T,JP,0.375,0.375,0.4166666666666667,0.37499999999999994,-0.3549733977989222
Residual_30,2023-12-29,US1,US,1.0,1.0,0.53125,1.0,1.328080051090776
Residual_30,2023-12-29,US5,US,0.875,0.5,0.375,0.7625,0.1817514958647048
Residual_30,2023-12-29,US3,US,0.75,0.25,0.21875,0.5999999999999999,0.07998212414116684
Residual_30,2023-12-29,US0,US,0.625,0.375,0.3333333333333333,0.55,0.06255689337653678
Residual_30,2023-12-29,US7,US,0.5,0.625,0.6041666666666666,0.5375,-0.12402886526116819
Residual_30,2023-12-29,US6,US,0.375,0.875,0.375,0.5249999999999999,-0.17533403259759484
Residual_30,2023-12-29,JP3.T,JP,1.0,1.0,0.5520833333333334,1.0,0.7876986403797961
Residual_30,2023-12-29,JP0.T,JP,0.875,0.625,0.16666666666666666,0.7999999999999999,0.5028872033661116
Residual_30,2023-12-29,JP7.T,JP,0.75,0.75,0.34375,0.7499999999999999,0.47924674431317466
Residual_30,2023-12-29,JP1.T,JP,0.625,0.375,0.4791666666666667,0.55,0.11269462244905352
Residual_30,2023-12-29,JP6.T,JP,0.25,0.875,0.5,0.4375,-0.5663579188987377
Residual_30,2023-12-29,JP5.T,JP,0.5,0.125,0.3333333333333333,0.38749999999999996,-0.3076427562020248
Residual_30,2024-03-29,US1,US,1.0,0.875,0.6770833333333334,0.9624999999999999,1.2429319458833754
Residual_30,2024-03-29,US7,US,0.875,0.75,0.3541666666666667,0.8374999999999999,0.2400904189823712
Residual_30,2024-03-29,US2,US,0.75,1.0,0.6979166666666666,0.825,0.04861504537733069
Residual_30,2024-03-29,US5,US,0.625,0.625,0.4166666666666667,0.625,-0.01958543881343347
Residual_30,2024-03-29,US3,US,0.5,0.25,0.34375,0.425,-0.10395795745191219
Residual_30,2024-03-29,US4,US,0.375,0.5,0.40625,0.4125,-0.43237560415047466
Residual_30,2024-03-29,JP7.T,JP,1.0,0.75,0.3645833333333333,0.9249999999999999,0.8696280973603201
Residual_30,2024-03-29,JP6.T,JP,0.875,1.0,0.3645833333333333,0.9124999999999999,0.5179631488428533
Residual_30,2024-03-29,JP0.T,JP,0.75,0.5,0.2604166666666667,0.6749999999999999,0.2600116636604793
Residual_30,2024-03-29,JP1.T,JP,0.625,0.625,0.4270833333333333,0.625,0.0852663829968082
Residual_30,2024-03-29,JP3.T,JP,0.375,0.875,0.4895833333333333,0.5249999999999999,-0.47542725317705026
Residual_30,2024-03-29,JP5.T,JP,0.5,0.125,0.4270833333333333,0.38749999999999996,-0.2257761922034267
Residual_30,2024-06-28,US1,US,1.0,0.875,0.4583333333333333,0.9624999999999999,0.9780533646530709
Residual_30,2024-06-28,US2,US,0.75,1.0,0.5,0.825,0.20927292925770302
Residual_30,2024-06-28,US7,US,0.875,0.625,0.4479166666666667,0.7999999999999999,0.30064008207354503
Residual_30,2024-06-28,US5,US,0.625,0.75,0.53125,0.6625,0.08898566264710132
Residual_30,2024-06-28,US4,US,0.5,0.5,0.3541666666666667,0.5,-0.07412244319874861
Residual_30,2024-06-28,US3,US,0.375,0.375,0.5208333333333334,0.37499999999999994,-0.18483828325634902
Residual_30,2024-06-28,JP6.T,JP,1.0,1.0,0.6041666666666666,1.0,1.0367250548644253
Residual_30,2024-06-28,JP1.T,JP,0.875,0.75,0.4166666666666667,0.8374999999999999,0.4450647198703397
Residual_30,2024-06-28,JP4.T,JP,0.75,0.625,0.6145833333333334,0.7124999999999999,0.22542865195639866
Residual_30,2024-06-28,JP3.T,JP,0.625,0.875,0.3958333333333333,0.7,0.024147426631854915
Residual_30,2024-06-28,JP7.T,JP,0.5,0.375,0.2916666666666667,0.46249999999999997,-0.06914115399431658
Residual_30,2024-06-28,JP2.T,JP,0.375,0.5,0.46875,0.4125,-0.39704110103754214
Residual_30,2024-09-30,US2,US,1.0,1.0,0.4791666666666667,1.0,1.0884689949696167
Residual_30,2024-09-30,US1,US,0.875,0.75,0.3854166666666667,0.8374999999999999,0.444841280147818
Residual_30,2024-09-30,US7,US,0.75,0.875,0.5104166666666666,0.7874999999999999,0.3500820332229332
Residual_30,2024-09-30,US3,US,0.625,0.625,0.5104166666666666,0.625,-0.058431348784947344
Residual_30,2024-09-30,US4,US,0.5,0.5,0.34375,0.5,-0.3209701294275202
Residual_30,2024-09-30,US6,US,0.375,0.375,0.22916666666666666,0.37499999999999994,-0.38187772331941683
Residual_30,2024-09-30,JP6.T,JP,1.0,0.75,0.3125,0.9249999999999999,0.8645017348457382
Residual_30,2024-09-30,JP3.T,JP,0.875,1.0,0.5,0.9124999999999999,0.27118450524738236
Residual_30,2024-09-30,JP2.T,JP,0.75,0.875,0.5625,0.7874999999999999,0.123176500518377
Residual_30,2024-09-30,JP7.T,JP,0.625,0.375,0.53125,0.55,0.07256633957746705
Residual_30,2024-09-30,JP1.T,JP,0.5,0.625,0.6041666666666666,0.5375,0.06748937453277927
Residual_30,2024-09-30,JP4.T,JP,0.375,0.5,0.28125,0.4125,-0.12238113580661192
Residual_30,2024-12-31,US2,US,1.0,1.0,0.4583333333333333,1.0,1.066573740397991
Residual_30,2024-12-31,US7,US,0.875,0.875,0.5416666666666666,0.875,0.7024775788268401
Residual_30,2024-12-31,US6,US,0.75,0.625,0.625,0.7124999999999999,0.026195377378230147
Residual_30,2024-12-31,US3,US,0.625,0.75,0.3958333333333333,0.6625,-0.02720195925580418
Residual_30,2024-12-31,US4,US,0.5,0.5,0.28125,0.5,-0.22195609586951578
Residual_30,2024-12-31,US1,US,0.375,0.125,0.2604166666666667,0.29999999999999993,-0.3578271103933601
Residual_30,2024-12-31,JP4.T,JP,1.0,0.875,0.3958333333333333,0.9624999999999999,0.6102466482390725
Residual_30,2024-12-31,JP7.T,JP,0.875,0.75,0.6666666666666666,0.8374999999999999,0.4917953002968979
Residual_30,2024-12-31,JP3.T,JP,0.75,1.0,0.375,0.825,0.41604186315361136
Residual_30,2024-12-31,JP1.T,JP,0.625,0.25,0.3541666666666667,0.5125,0.16918957766183626
Residual_30,2024-12-31,JP6.T,JP,0.5,0.5,0.46875,0.5,0.027432695022581548
Residual_30,2024-12-31,JP2.T,JP,0.375,0.625,0.3645833333333333,0.44999999999999996,-0.20722602360583314
Residual_30,2025-03-31,US2,US,1.0,0.875,0.3645833333333333,0.9624999999999999,0.5634741611488414
Residual_30,2025-03-31,US6,US,0.875,0.625,0.5416666666666666,0.7999999999999999,0.4825325798236457
Residual_30,2025-03-31,US7,US,0.75,0.75,0.5833333333333334,0.7499999999999999,0.44602163967929453
Residual_30,2025-03-31,US3,US,0.625,1.0,0.4791666666666667,0.7375,0.29958976013299105
Residual_30,2025-03-31,US4,US,0.5,0.375,0.2916666666666667,0.46249999999999997,-0.1750195436302119
Residual_30,2025-03-31,US1,US,0.375,0.25,0.3125,0.33749999999999997,-0.28863442943928636
Residual_30,2025-03-31,JP4.T,JP,1.0,1.0,0.5520833333333334,1.0,1.0994040346072962
Residual_30,2025-03-31,JP3.T,JP,0.875,0.875,0.4479166666666667,0.875,0.3498358088479754
Residual_30,2025-03-31,JP7.T,JP,0.75,0.75,0.2604166666666667,0.7499999999999999,0.27973096211107445
Residual_30,2025-03-31,JP2.T,JP,0.625,0.625,0.4479166666666667,0.625,0.11029300660166733
Residual_30,2025-03-31,JP6.T,JP,0.375,0.5,0.25,0.4125,-0.37077871712789773
Residual_30,2025-03-31,JP1.T,JP,0.5,0.125,0.3645833333333333,0.38749999999999996,0.07521630662163342
Residual_30,2025-06-30,US7,US,1.0,1.0,0.4791666666666667,1.0,0.759125265805637
Residual_30,2025-06-30,US6,US,0.875,0.625,0.34375,0.7999999999999999,0.4314757803617717
Residual_30,2025-06-30,US3,US,0.75,0.875,0.4166666666666667,0.7874999999999999,0.3592898354659553
Residual_30,2025-06-30,US2,US,0.625,0.75,0.3854166666666667,0.6625,0.241348284704892
Residual_30,2025-06-30,US4,US,0.5,0.5,0.6666666666666666,0.5,0.056489040723614325
Residual_30,2025-06-30,US1,US,0.375,0.375,0.4479166666666667,0.37499999999999994,-0.2449659148698055
Residual_30,2025-06-30,JP4.T,JP,1.0,1.0,0.6979166666666666,1.0,1.1079540979894227
Residual_30,2025-06-30,JP7.T,JP,0.875,0.75,0.4270833333333333,0.8374999999999999,0.7151633485420682
Residual_30,2025-06-30,JP3.T,JP,0.75,0.875,0.46875,0.7874999999999999,0.006645143885214727
Residual_30,2025-06-30,JP2.T,JP,0.625,0.625,0.34375,0.625,-0.031029726549145445
Residual_30,2025-06-30,JP5.T,JP,0.5,0.5,0.46875,0.5,-0.3554804161243755
Residual_30,2025-06-30,JP1.T,JP,0.375,0.125,0.21875,0.29999999999999993,-0.42915660874858513
Residual_30,2025-09-30,US6,US,1.0,1.0,0.5,1.0,0.9312699773947221
Residual_30,2025-09-30,US3,US,0.875,0.875,0.3645833333333333,0.875,0.45421781005526957
Residual_30,2025-09-30,US4,US,0.75,0.625,0.5,0.7124999999999999,0.302480702203414
Residual_30,2025-09-30,US7,US,0.625,0.75,0.2916666666666667,0.6625,0.16184920131733094
Residual_30,2025-09-30,US2,US,0.5,0.5,0.71875,0.5,-0.058128703597968054
Residual_30,2025-09-30,US1,US,0.375,0.375,0.3020833333333333,0.37499999999999994,-0.3377954164502356
Residual_30,2025-09-30,JP4.T,JP,1.0,1.0,0.6666666666666666,1.0,1.1047968123173295
Residual_30,2025-09-30,JP5.T,JP,0.75,0.875,0.6041666666666666,0.7874999999999999,0.18885336009574827
Residual_30,2025-09-30,JP1.T,JP,0.875,0.125,0.09375,0.6499999999999999,0.35808983757162
Residual_30,2025-09-30,JP7.T,JP,0.625,0.625,0.25,0.625,0.08669957603434617
Residual_30,2025-09-30,JP0.T,JP,0.5,0.75,0.6041666666666666,0.575,-0.2341202888196009
Residual_30,2025-09-30,JP6.T,JP,0.375,0.375,0.15625,0.37499999999999994,-0.3535617911677035
VCP_10,2018-12-31,US3,US,1.0,1.0,0.5208333333333334,0.9520833333333334,0.7580866910708451
VCP_10,2018-12-31,US6,US,0.875,0.625,0.3333333333333333,0.8208333333333333,0.6428545518681993
VCP_10,2018-12-31,US5,US,0.75,0.875,0.4166666666666667,0.7166666666666667,0.21118279568909482
VCP_10,2018-12-31,US4,US,0.625,0.5,0.5625,0.61875,0.17396161301288995
VCP_10,2018-12-31,US7,US,0.5,0.375,0.4375,0.49375,-0.2798595134183243
VCP_10,2018-12-31,US0,US,0.375,0.125,0.3020833333333333,0.36770833333333336,-0.41502201149972906
VCP_10,2018-12-31,JP3.T,JP,1.0,0.75,0.46875,0.946875,0.892144852715878
VCP_10,2018-12-31,JP1.T,JP,0.875,0.875,0.5520833333333334,0.8427083333333333,0.7481567379899846
VCP_10,2018-12-31,JP0.T,JP,0.75,1.0,0.53125,0.728125,0.3656953346720122
VCP_10,2018-12-31,JP5.T,JP,0.625,0.375,0.4479166666666667,0.6072916666666667,0.016609784269769598
VCP_10,2018-12-31,JP7.T,JP,0.5,0.5,0.3020833333333333,0.48020833333333335,-0.11068074475081727
VCP_10,2018-12-31,JP4.T,JP,0.375,0.125,0.16666666666666666,0.3541666666666667,-0.4579316669613257
VCP_10,2019-03-29,US3,US,1.0,1.0,0.4895833333333333,0.9489583333333333,1.022931813937737
VCP_10,2019-03-29,US7,US,0.875,0.875,0.34375,0.821875,0.5028262262368348
VCP_10,2019-03-29,US6,US,0.75,0.5,0.6354166666666666,0.7385416666666667,0.34021989169174566
VCP_10,2019-03-29,US4,US,0.625,0.625,0.375,0.6,0.04948899076808164
VCP_10,2019-03-29,US0,US,0.5,0.75,0.40625,0.49062500000000003,-0.06110086966937517
VCP_10,2019-03-29,US1,US,0.375,0.375,0.3333333333333333,0.37083333333333335,-0.4755342941434701
VCP_10,2019-03-29,JP3.T,JP,1.0,0.875,0.4895833333333333,0.9489583333333333,0.7803579473048027
VCP_10,2019-03-29,JP0.T,JP,0.875,1.0,0.4479166666666667,0.8322916666666667,0.6400913507353692
VCP_10,2019-03-29,JP5.T,JP,0.75,0.25,0.3645833333333333,0.7114583333333334,0.34985392996221065
VCP_10,2019-03-29,JP4.T,JP,0.625,0.625,0.5,0.6125,0.1558745115566786
VCP_10,2019-03-29,JP1.T,JP,0.5,0.5,0.23958333333333334,0.47395833333333337,0.022934410545459673
VCP_10,2019-03-29,JP7.T,JP,0.375,0.375,0.3645833333333333,0.37395833333333334,-0.22897947494130405
VCP_10,2019-06-28,US0,US,1.0,1.0,0.4583333333333333,0.9458333333333333,0.4218909971408872
VCP_10,2019-06-28,US3,US,0.875,0.5,0.3229166666666667,0.8197916666666667,0.41634395467843466
VCP_10,2019-06-28,US6,US,0.75,0.625,0.6458333333333334,0.7395833333333334,0.4148966228513166
VCP_10,2019-06-28,US4,US,0.625,0.875,0.6458333333333334,0.6270833333333333,0.3421078477536663
VCP_10,2019-06-28,US7,US,0.5,0.25,0.3645833333333333,0.4864583333333333,0.0672011220203802
VCP_10,2019-06-28,US5,US,0.375,0.75,0.19791666666666666,0.3572916666666667,-0.18654726959332474
VCP_10,2019-06-28,JP0.T,JP,1.0,1.0,0.3645833333333333,0.9364583333333334,1.0611792498621084
VCP_10,2019-06-28,JP5.T,JP,0.875,0.375,0.5520833333333334,0.8427083333333333,0.460609021584705
