variant,screen_date,trade_date,ticker,total_holdings,us_holdings,jp_holdings,Efficiency,Quality,Valuation_Alt,Volatility,Composite_Ret,Total_Score,base_score,residual_score,residual_raw,Final_Score,Region,Weight
Residual_50_N6,2020-06-30,2020-07-01,US1,6,3,3,0.931939770165172,1.1731766670427712,5.714326151057867,0.1919120782709871,0.17885049811578424,0.6352659932863662,1.0,0.875,0.16450637380228383,0.9375,US,0.1703930885745417
Residual_50_N6,2020-06-30,2020-07-01,US5,6,3,3,2.29360139808373,1.1150900385560234,5.038173982537697,0.201534513140918,0.4622398411021334,0.6242231319234794,0.875,1.0,0.44789571678863305,0.9375,US,0.16225752721811812
Residual_50_N6,2020-06-30,2020-07-01,US3,6,3,3,-0.013240052483337091,1.2619873695350754,5.5960231049967035,0.196738381559126,-0.0026048264973296265,0.517921557649943,0.75,0.5,-0.016948950810830032,0.625,US,0.16621307694109075
Residual_50_N6,2020-06-30,2020-07-01,JP3.T,6,3,3,1.3493545388167718,1.2552331018636478,5.464515770888882,0.19470248526535197,0.2627226822117083,0.6689612578926519,1.0,0.875,-0.04029793802671611,0.9375,JP,0.16795107523556535
Residual_50_N6,2020-06-30,2020-07-01,JP1.T,6,3,3,1.8120109981744041,1.0801895987759946,5.079502371567799,0.20196455341313438,0.3659619920259814,0.2093108571347272,0.625,1.0,0.06294137178755699,0.8125,JP,0.16191203455618894
Residual_50_N6,2020-06-30,2020-07-01,JP0.T,6,3,3,1.1524476681612643,1.2784369671181872,5.4615709559428085,0.19092591388224786,0.22003212424515492,0.6362855339830281,0.875,0.625,-0.08298849599326952,0.75,JP,0.1712731974744951
Residual_50_N6,2020-09-30,2020-10-01,US3,6,3,3,0.9244385539187452,1.2844636923785662,5.069181930891503,0.19852588172858998,0.18352497902062156,0.8342337850570172,1.0,0.875,0.07188196403552605,0.9375,US,0.1617658884892693
Residual_50_N6,2020-09-30,2020-10-01,US5,6,3,3,1.3372876366797422,1.1109936586147608,5.985219487760191,0.19616719079505673,0.2623319589724255,0.592082673008602,0.875,1.0,0.15068894398733,0.9375,US,0.1637109422619627
Residual_50_N6,2020-09-30,2020-10-01,US1,6,3,3,0.9678375244601005,1.1771223801427217,5.472938043140816,0.18638501308109431,0.18039040965686978,0.5478154245817124,0.75,0.75,0.06874739467177426,0.75,US,0.1723031005286254
Residual_50_N6,2020-09-30,2020-10-01,JP4.T,6,3,3,1.3600551891078816,1.121528256605941,5.684289154211132,0.1859488305952756,0.252900671959647,0.5971064368515789,1.0,1.0,-0.10248407010212195,1.0,JP,0.17270727405562342
Residual_50_N6,2020-09-30,2020-10-01,JP3.T,6,3,3,0.8393722485858114,1.1678497939130261,5.9128792081830435,0.18943361277987986,0.15900531751678165,0.5516040337364303,0.875,0.625,-0.19637942454498725,0.75,JP,0.16953018619381957
Residual_50_N6,2020-09-30,2020-10-01,JP2.T,6,3,3,0.798683561487705,1.2338032390140863,5.016040526174803,0.20073879250332807,0.1603267737252995,0.5494905404749173,0.75,0.75,-0.1950579683364694,0.75,JP,0.15998260847069964
Residual_50_N6,2020-12-31,2021-01-01,US5,6,3,3,0.6274189649104974,1.1963948341018396,6.234821304522549,0.19562214705705394,0.12273704502010589,1.0298856093207904,1.0,0.875,-0.023787226895391922,0.9375,US,0.16509523346973845
Residual_50_N6,2020-12-31,2021-01-01,US1,6,3,3,0.9531638218060586,1.2104278280981666,5.503440442621628,0.1871769740942488,0.17841031998176782,0.9796880603938685,0.875,1.0,0.03188604806627001,0.9375,US,0.17254410803742215
Residual_50_N6,2020-12-31,2021-01-01,US3,6,3,3,0.25754960601682597,1.1137511999777683,5.544432366017454,0.19319201899181404,0.04975652837693687,0.054671261792616,0.75,0.5,-0.09676774353856094,0.625,US,0.1671719370643582
Residual_50_N6,2020-12-31,2021-01-01,JP2.T,6,3,3,1.2610376705106077,1.2035194897171682,5.1844375532909135,0.20213302454598556,0.2548973584067331,0.8804100496395324,1.0,1.0,-0.047022074468590636,1.0,JP,0.15977737488852733
Residual_50_N6,2020-12-31,2021-01-01,JP4.T,6,3,3,1.0488504611990022,1.1608745712980706,5.4312982201371724,0.19238961688835118,0.20178793840324646,0.6739792525406838,0.875,0.875,-0.1001314944720773,0.875,JP,0.16786916343296332
Residual_50_N6,2020-12-31,2021-01-01,JP3.T,6,3,3,0.7867736094585468,1.09269789547665,5.2239369796843675,0.1927650902078302,0.15166248580041694,0.09109434123418325,0.625,0.75,-0.1502569470749068,0.6875,JP,0.1675421831069905
Residual_50_N4,2019-03-29,2019-04-01,US3,4,2,2,0.8545746539293946,1.1886907183467323,5.943508246787853,0.19074445087660252,0.163005373096825,1.022931813937737,1.0,1.0,0.23518632139647402,1.0,US,0.24336040902666406
Residual_50_N4,2019-03-29,2019-04-01,US7,4,2,2,0.6698292248616894,1.1634901289726343,5.53124362314792,0.19441983844028282,0.13022808968018953,0.5028262262368348,0.875,0.875,0.20240903797983859,0.875,US,0.2387598300528085
Residual_50_N4,2019-03-29,2019-04-01,JP3.T,4,2,2,2.2408765313705175,1.1115201716194896,5.852539880576719,0.1708659864614982,0.3828895790710439,0.7803579473048027,1.0,0.875,0.24500270608311958,0.9375,JP,0.2716728387329231
Residual_50_N4,2019-03-29,2019-04-01,JP0.T,4,2,2,2.978776301814921,1.0551364248937216,5.441489812050391,0.18853916523730255,0.5616159973728444,0.6400913507353692,0.875,1.0,0.42372912438492,0.9375,JP,0.2462069221876043
Residual_50_N4,2019-06-28,2019-07-01,US0,4,2,2,0.6939935280047058,1.100273522305198,5.4312358599467725,0.19610543166679412,0.1360959003833242,0.4218909971408872,1.0,1.0,0.21598573353582684,1.0,US,0.23828763973118186
Residual_50_N4,2019-06-28,2019-07-01,US4,4,2,2,0.6837949256537935,1.0684857542845076,5.611997325380509,0.18663583783899979,0.12762063885945232,0.3421078477536663,0.625,0.875,0.20751047201195502,0.75,US,0.2503779605857684
Residual_50_N4,2019-06-28,2019-07-01,JP0.T,4,2,2,2.593041599831688,1.1189549144934365,5.234279646003537,0.19122766253065154,0.4958612839805548,1.0611792498621084,1.0,1.0,0.3617844340218035,1.0,JP,0.24436579850394163
Residual_50_N4,2019-06-28,2019-07-01,JP3.T,4,2,2,1.530315316580416,1.0168575307818402,5.713063452556926,0.17503743977365457,0.2678624750606457,0.34420561153178214,0.75,0.875,0.13378562510189443,0.8125,JP,0.26696860117910814
Residual_50_N4,2019-09-30,2019-10-01,US1,4,2,2,1.2197614385684274,1.0955070566918068,5.000191994652917,0.2007107523690375,0.24481923604580857,0.5633827565856264,1.0,1.0,0.2844979857230958,1.0,US,0.23639655853532052
Residual_50_N4,2019-09-30,2019-10-01,US2,4,2,2,0.7259673197311937,0.9891533559679951,5.553695235838182,0.19107218603997417,0.13871216277462003,-0.04376783047991985,0.625,0.875,0.17839091245190727,0.75,US,0.24832149620745403
Residual_50_N4,2019-09-30,2019-10-01,JP0.T,4,2,2,2.756493251246148,1.2042750737814496,5.371448409084424,0.18919584068919254,0.5215170580236006,1.292631892897783,1.0,1.0,0.44890966283588013,1.0,JP,0.25078421887202584
Residual_50_N4,2019-09-30,2019-10-01,JP5.T,4,2,2,1.1237282195908729,1.2248688075967424,5.657349077154853,0.1793865367748975,0.2015817135886282,0.7294389944964809,0.875,0.875,0.12897431840090776,0.875,JP,0.26449772638519964
Residual_50_N4,2019-12-31,2020-01-01,US1,4,2,2,1.5418204891671443,1.1017678366229897,5.187258840435708,0.19857887868468793,0.30617298387188857,0.7371931510542875,1.0,1.0,0.35330359942913425,1.0,US,0.24137517355123675
Residual_50_N4,2019-12-31,2020-01-01,US7,4,2,2,0.45066839075976717,1.0781142839830462,5.59149682067038,0.1893891160050697,0.08535168813741963,0.09677087087911014,0.75,0.75,0.13248230369466527,0.75,US,0.2530874651996552
Residual_50_N4,2019-12-31,2020-01-01,JP4.T,4,2,2,2.7309045493929514,1.0786713619676151,5.437077527638565,0.18644849966060642,0.5091730559506402,0.7122286535723154,0.875,1.0,0.45747481471968615,0.9375,JP,0.257079093655232
Residual_50_N4,2019-12-31,2020-01-01,JP0.T,4,2,2,1.4080402883792873,1.2156211759822604,5.382987802134679,0.1929177554456551,0.271635972011185,0.8149350083421064,1.0,0.75,0.21993773078023096,0.875,JP,0.24845826759387618
Residual_50_N4,2020-03-31,2020-04-01,US1,4,2,2,1.3150365267676145,1.1847628738493419,5.746903269752392,0.18730510496679095,0.24631305468137224,1.0199840976684584,1.0,1.0,0.2160435699342663,1.0,US,0.25834870462295506
Residual_50_N4,2020-03-31,2020-04-01,US5,4,2,2,1.136554842191735,1.090703888181145,5.01036163371686,0.1995863917826956,0.22684088001619943,0.2358008732106182,0.75,0.875,0.19657139526909348,0.8125,US,0.24245155596641507
Residual_50_N4,2020-03-31,2020-04-01,JP0.T,4,2,2,1.2017545375817,1.2810399220825737,5.437345789311853,0.19230172140321838,0.2310994662810896,0.8702436046730162,1.0,0.625,0.13439419614359951,0.8125,JP,0.2516359754054037
Residual_50_N4,2020-03-31,2020-04-01,JP3.T,4,2,2,1.4507225226538967,1.1246798228834902,5.414653886303508,0.1954649196415334,0.28356536131270654,0.4131815064232725,0.875,0.75,0.18686009117521643,0.8125,JP,0.24756376400522614
Residual_50_N4,2020-06-30,2020-07-01,US1,4,2,2,0.931939770165172,1.1731766670427712,5.714326151057867,0.1919120782709871,0.17885049811578424,0.6352659932863662,1.0,0.875,0.16450637380228383,0.9375,US,0.25719178636523365
Residual_50_N4,2020-06-30,2020-07-01,US5,4,2,2,2.29360139808373,1.1150900385560234,5.038173982537697,0.201534513140918,0.4622398411021334,0.6242231319234794,0.875,1.0,0.44789571678863305,0.9375,US,0.24491194816377293
Residual_50_N4,2020-06-30,2020-07-01,JP3.T,4,2,2,1.3493545388167718,1.2552331018636478,5.464515770888882,0.19470248526535197,0.2627226822117083,0.6689612578926519,1.0,0.875,-0.04029793802671611,0.9375,JP,0.25350580486074153
Residual_50_N4,2020-06-30,2020-07-01,JP1.T,4,2,2,1.8120109981744041,1.0801895987759946,5.079502371567799,0.20196455341313438,0.3659619920259814,0.2093108571347272,0.625,1.0,0.06294137178755699,0.8125,JP,0.24439046061025183
Residual_50_N4,2020-09-30,2020-10-01,US3,4,2,2,0.9244385539187452,1.2844636923785662,5.069181930891503,0.19852588172858998,0.18352497902062156,0.8342337850570172,1.0,0.875,0.07188196403552605,0.9375,US,0.2422681237611938
Residual_50_N4,2020-09-30,2020-10-01,US5,4,2,2,1.3372876366797422,1.1109936586147608,5.985219487760191,0.19616719079505673,0.2623319589724255,0.592082673008602,0.875,1.0,0.15068894398733,0.9375,US,0.24518112682089832
Residual_50_N4,2020-09-30,2020-10-01,JP4.T,4,2,2,1.3600551891078816,1.121528256605941,5.684289154211132,0.1859488305952756,0.252900671959647,0.5971064368515789,1.0,1.0,-0.10248407010212195,1.0,JP,0.25865445203635584
Residual_50_N4,2020-09-30,2020-10-01,JP3.T,4,2,2,0.8393722485858114,1.1678497939130261,5.9128792081830435,0.18943361277987986,0.15900531751678165,0.5516040337364303,0.875,0.625,-0.19637942454498725,0.75,JP,0.25389629738155206
Residual_50_N4,2020-12-31,2021-01-01,US5,4,2,2,0.6274189649104974,1.1963948341018396,6.234821304522549,0.19562214705705394,0.12273704502010589,1.0298856093207904,1.0,0.875,-0.023787226895391922,0.9375,US,0.248156827726841
Residual_50_N4,2020-12-31,2021-01-01,US1,4,2,2,0.9531638218060586,1.2104278280981666,5.503440442621628,0.1871769740942488,0.17841031998176782,0.9796880603938685,0.875,1.0,0.03188604806627001,0.9375,US,0.25935332955189433
Residual_50_N4,2020-12-31,2021-01-01,JP2.T,4,2,2,1.2610376705106077,1.2035194897171682,5.1844375532909135,0.20213302454598556,0.2548973584067331,0.8804100496395324,1.0,1.0,-0.047022074468590636,1.0,JP,0.24016348419972333
Residual_50_N4,2020-12-31,2021-01-01,JP4.T,4,2,2,1.0488504611990022,1.1608745712980706,5.4312982201371724,0.19238961688835118,0.20178793840324646,0.6739792525406838,0.875,0.875,-0.1001314944720773,0.875,JP,0.25232635852154134
Residual_55_N40,2019-03-29,2019-04-01,US3,40,20,20,0.8545746539293946,1.1886907183467323,5.943508246787853,0.19074445087660252,0.163005373096825,1.022931813937737,1.0,1.0,0.23518632139647402,1.0,US,0.06228698699070035
Residual_55_N40,2019-03-29,2019-04-01,US7,40,20,20,0.6698292248616894,1.1634901289726343,5.53124362314792,0.19441983844028282,0.13022808968018953,0.5028262262368348,0.875,0.875,0.20240903797983859,0.875,US,0.0611094897805324
Residual_55_N40,2019-03-29,2019-04-01,US0,40,20,20,0.382220062102928,1.1153829821077177,5.3571591291259555,0.18666609968017778,0.0713475282122689,-0.06110086966937517,0.5,0.75,0.14352847651191794,0.6375000000000001,US,0.06364785652378885
Residual_55_N40,2019-03-29,2019-04-01,US4,40,20,20,0.37800710835342216,1.0121143495079874,6.184439531788835,0.18598300747727037,0.07030289885935587,0.04948899076808164,0.625,0.625,0.1424838471590049,0.625,US,0.06388162709838548
Residual_55_N40,2019-03-29,2019-04-01,US6,40,20,20,0.24935652631151684,1.2430332741876966,5.4688653221762165,0.1935895608383858,0.04827282042083194,0.34021989169174566,0.75,0.5,0.12045376872048097,0.6125,US,0.06137157953582911
Residual_55_N40,2019-03-29,2019-04-01,US1,40,20,20,0.20112349388091916,0.9688995871838028,5.861479244518645,0.20503510498073224,0.04123737668196592,-0.4755342941434701,0.375,0.375,0.11341832498161496,0.375,US,0.0579456729198432
Residual_55_N40,2019-03-29,2019-04-01,US5,40,20,20,-0.21321252674090796,0.9410784642369509,6.146406414788506,0.19230340766597356,-0.04100149544934911,-0.817750137050055,0.125,0.25,0.03117945285029992,0.19375,US,0.06178204158990286
Residual_55_N40,2019-03-29,2019-04-01,US2,40,20,20,-0.34571662817004795,1.0450729328812893,6.15961849287503,0.189411215399301,-0.065482606725437,-0.5610816217714978,0.25,0.125,0.006698341574212026,0.18125000000000002,US,0.06272541520444237
Residual_55_N40,2019-03-29,2019-04-01,JP0.T,40,20,20,2.978776301814921,1.0551364248937216,5.441489812050391,0.18853916523730255,0.5616159973728444,0.6400913507353692,0.875,1.0,0.42372912438492,0.9437500000000001,JP,0.06301553905442127
Residual_55_N40,2019-03-29,2019-04-01,JP3.T,40,20,20,2.2408765313705175,1.1115201716194896,5.852539880576719,0.1708659864614982,0.3828895790710439,0.7803579473048027,1.0,0.875,0.24500270608311958,0.9312500000000001,JP,0.06953342427210571
Residual_55_N40,2019-03-29,2019-04-01,JP4.T,40,20,20,1.1330970572123225,1.1239792872203194,5.307475337813498,0.1901656662889726,0.2154761568548554,0.1558745115566786,0.625,0.625,0.07758928386693109,0.625,JP,0.06247656247392843
Residual_55_N40,2019-03-29,2019-04-01,JP6.T,40,20,20,1.5231127288628517,1.005969924782925,4.907976886119419,0.2086747956917945,0.31783523751102716,-0.36190723376996825,0.25,0.75,0.17994836452310284,0.525,JP,0.05693498867897252
Residual_55_N40,2019-03-29,2019-04-01,JP1.T,40,20,20,0.6348233102155534,1.1118144686633942,5.534945971897186,0.199350330624242,0.12655223677944633,0.022934410545459673,0.5,0.5,-0.011334636208477985,0.5,JP,0.05959808089154203
Residual_55_N40,2019-03-29,2019-04-01,JP5.T,40,20,20,0.5202800168817132,1.1441658783069588,6.047688658704801,0.1802561215260082,0.09378365795058369,0.34985392996221065,0.75,0.25,-0.044103215037340625,0.47500000000000003,JP,0.06591119918546007
Residual_55_N40,2019-03-29,2019-04-01,JP7.T,40,20,20,0.5408178716430887,0.9758903928467841,6.257424418012147,0.17476351438338864,0.09451523188969056,-0.22897947494130405,0.375,0.375,-0.04337164109823375,0.375,JP,0.06798270893222841
Residual_55_N40,2019-03-29,2019-04-01,JP2.T,40,20,20,-0.27883107545045277,0.8541692883299139,5.565097232515399,0.1986877523876393,-0.05540031967707874,-1.358225441393249,0.125,0.125,-0.19328719266500305,0.125,JP,0.05979682686791697
Residual_55_N40,2019-06-28,2019-07-01,US0,40,20,20,0.6939935280047058,1.100273522305198,5.4312358599467725,0.19610543166679412,0.1360959003833242,0.4218909971408872,1.0,1.0,0.21598573353582684,1.0,US,0.06088959277985637
Residual_55_N40,2019-06-28,2019-07-01,US4,40,20,20,0.6837949256537935,1.0684857542845076,5.611997325380509,0.18663583783899979,0.12762063885945232,0.3421078477536663,0.625,0.875,0.20751047201195502,0.7625000000000001,US,0.06397903004250279
Residual_55_N40,2019-06-28,2019-07-01,US6,40,20,20,0.1514779469900345,1.2252810012455806,5.311004550304286,0.1968734370779854,0.029821984065444968,0.4148966228513166,0.75,0.625,0.10971181721794764,0.68125,US,0.06065206181867526
Residual_55_N40,2019-06-28,2019-07-01,US3,40,20,20,0.003090180124594379,1.149660105818449,6.516433192303241,0.18205196226366532,0.0005625733554305845,0.41634395467843466,0.875,0.5,0.08045240650793324,0.66875,US,0.06558995425061802
Residual_55_N40,2019-06-28,2019-07-01,US5,40,20,20,0.2610486477225591,1.0180938466587388,5.864415407691479,0.1930640533014278,0.0503991100381738,-0.18654726959332474,0.375,0.75,0.13028894319067647,0.58125,US,0.06184879925558228
Residual_55_N40,2019-06-28,2019-07-01,US7,40,20,20,-0.4074014761737792,1.1430357995855465,6.698562938639541,0.1805977965251948,-0.07357580889809617,0.0672011220203802,0.5,0.25,0.006314024254406488,0.36250000000000004,US,0.06611808175878388
Residual_55_N40,2019-06-28,2019-07-01,US2,40,20,20,-0.014830736599664067,0.9790400438722089,5.886238382879944,0.18815428761555006,-0.0027904666797236577,-0.6162558670768099,0.25,0.375,0.077099366472779,0.31875000000000003,US,0.06346270407883171
Residual_55_N40,2019-06-28,2019-07-01,US1,40,20,20,-0.3783448011551506,0.973015874723914,6.213964791009799,0.20842961152643996,-0.07885825992781621,-0.8596374077745466,0.125,0.125,0.001031573224686444,0.125,US,0.05728926801072274
Residual_55_N40,2019-06-28,2019-07-01,JP0.T,40,20,20,2.593041599831688,1.1189549144934365,5.234279646003537,0.19122766253065154,0.4958612839805548,1.0611792498621084,1.0,1.0,0.3617844340218035,1.0,JP,0.06244274347177715
Residual_55_N40,2019-06-28,2019-07-01,JP3.T,40,20,20,1.530315316580416,1.0168575307818402,5.713063452556926,0.17503743977365457,0.2678624750606457,0.34420561153178214,0.75,0.875,0.13378562510189443,0.8187500000000001,JP,0.06821843310522581
Residual_55_N40,2019-06-28,2019-07-01,JP5.T,40,20,20,0.5357818896202675,1.1472271261894185,5.686623197672296,0.18500946314338063,0.09912471976059171,0.460609021584705,0.875,0.375,-0.03495213019815957,0.6,JP,0.06454145465443058
Residual_55_N40,2019-06-28,2019-07-01,JP4.T,40,20,20,0.7448927527287945,0.9898571930364448,5.61932287721097,0.19026246731900937,0.1417251330222292,-0.22573025687629975,0.375,0.75,0.007648283063477905,0.58125,JP,0.06275951344669663
Residual_55_N40,2019-06-28,2019-07-01,JP1.T,40,20,20,0.5154783620425573,1.0618958751672347,5.321144562729899,0.20918935945520378,0.10783258836870017,-0.1758282516306289,0.5,0.5,-0.02624426159005111,0.5,JP,0.05708120100949048
Residual_55_N40,2019-06-28,2019-07-01,JP6.T,40,20,20,0.6681666798605249,0.9517692295032764,5.4713030310420026,0.20512984195946404,0.13706092544236928,-0.5338380898697774,0.25,0.625,0.002984075483617991,0.45625,JP,0.058210837399605066
Residual_55_N40,2019-06-28,2019-07-01,JP7.T,40,20,20,0.22840610736813313,1.0128529281721748,6.32277198416397,0.1848637754667601,0.042224015347739265,0.05545768222347319,0.625,0.25,-0.09185283461101201,0.41875,JP,0.0645923185651701
Residual_55_N40,2019-06-28,2019-07-01,JP2.T,40,20,20,0.12669279453628446,0.8922544267600389,5.6303757808798185,0.19159198156586246,0.02427332355532341,-0.9860549668253681,0.125,0.125,-0.10980352640342787,0.125,JP,0.062324006352031135
Residual_55_N40,2019-09-30,2019-10-01,US1,40,20,20,1.2197614385684274,1.0955070566918068,5.000191994652917,0.2007107523690375,0.24481923604580857,0.5633827565856264,1.0,1.0,0.2844979857230958,1.0,US,0.05974540020539586
Residual_55_N40,2019-09-30,2019-10-01,US2,40,20,20,0.7259673197311937,0.9891533559679951,5.553695235838182,0.19107218603997417,0.13871216277462003,-0.04376783047991985,0.625,0.875,0.17839091245190727,0.7625000000000001,US,0.06275923500087816
Residual_55_N40,2019-09-30,2019-10-01,US7,40,20,20,-0.042292613411366975,1.1277501498683065,6.221559073008055,0.18548245448877032,-0.007844537742285032,0.39991309485986465,0.75,0.5,0.03183421193500222,0.6125,US,0.0646505582367105
Residual_55_N40,2019-09-30,2019-10-01,US0,40,20,20,0.26402280852262855,1.0003713040480042,5.5796142974619665,0.1934304437785735,0.05107004902019737,-0.2271304581952055,0.5,0.625,0.09074879869748463,0.56875,US,0.061994089407877206
Residual_55_N40,2019-09-30,2019-10-01,US3,40,20,20,-0.582881524967334,1.2023648460148997,6.468933954836935,0.19030984004637572,-0.11092808978252089,0.5395145959835123,0.875,0.25,-0.07124934010523364,0.53125,US,0.06301063687979605
Residual_55_N40,2019-09-30,2019-10-01,US4,40,20,20,0.35160249454768994,0.9641334784823703,5.315021154611498,0.19065890294230356,0.06703614588223983,-0.42878998256635315,0.25,0.75,0.10671489555952708,0.525,US,0.0628952754933405
Residual_55_N40,2019-09-30,2019-10-01,US5,40,20,20,-0.39161966652603525,0.9806875739262804,6.183508862933065,0.19713249585669754,-0.07720096228884492,-0.4938238075238585,0.125,0.375,-0.03752221261155766,0.2625,US,0.060829870659839455
Residual_55_N40,2019-09-30,2019-10-01,US6,40,20,20,-1.152634238394256,1.0466020986040727,7.137758816984314,0.1947274443113776,-0.22444951946830463,-0.30929836866366583,0.375,0.125,-0.1847707697910174,0.23750000000000002,US,0.061581171920683415
Residual_55_N40,2019-09-30,2019-10-01,JP0.T,40,20,20,2.756493251246148,1.2042750737814496,5.371448409084424,0.18919584068919254,0.5215170580236006,1.292631892897783,1.0,1.0,0.44890966283588013,1.0,JP,0.06338164825469783
Residual_55_N40,2019-09-30,2019-10-01,JP5.T,40,20,20,1.1237282195908729,1.2248688075967424,5.657349077154853,0.1793865367748975,0.2015817135886282,0.7294389944964809,0.875,0.875,0.12897431840090776,0.875,JP,0.06684751510009802
Residual_55_N40,2019-09-30,2019-10-01,JP4.T,40,20,20,0.9115111071193166,1.0888192987747578,5.133346436701674,0.19547215108159388,0.17817503684337796,0.02183944921481576,0.75,0.75,0.1055676416556575,0.75,JP,0.061346560926772355
Residual_55_N40,2019-09-30,2019-10-01,JP3.T,40,20,20,0.9143586200386836,0.9605180083505109,5.783233957061596,0.1829922962327754,0.16732058346111053,-0.15337203649423706,0.625,0.625,0.09471318827339005,0.625,JP,0.06553032271129274
Residual_55_N40,2019-09-30,2019-10-01,JP1.T,40,20,20,0.7307815733064804,1.0461205705403853,5.099312360745737,0.2101481460572176,0.1535723928031335,-0.20538227837930773,0.5,0.5,0.08096499761541305,0.5,JP,0.05706233650307474
Residual_55_N40,2019-09-30,2019-10-01,JP6.T,40,20,20,0.38069409663123666,0.9771796903283102,5.62189077232404,0.19577557176680047,0.07453060443622594,-0.3955592018582055,0.375,0.375,0.0019232092485054937,0.375,JP,0.06125148361256259
Residual_55_N40,2019-09-30,2019-10-01,JP2.T,40,20,20,0.12347099458568206,0.8872285666489563,5.384479760376812,0.19434240045340165,0.02399564947415041,-0.8772904341774217,0.125,0.25,-0.04861174571357004,0.19375,JP,0.06170318056089626
Residual_55_N40,2019-09-30,2019-10-01,JP7.T,40,20,20,-0.2211712389002214,0.9155773797211816,6.892740662218619,0.18332691077747332,-0.04054663998040412,-0.41230638569991,0.25,0.125,-0.11315403516812457,0.18125000000000002,JP,0.06541071452608438
Residual_55_N40,2019-12-31,2020-01-01,US1,40,20,20,1.5418204891671443,1.1017678366229897,5.187258840435708,0.19857887868468793,0.30617298387188857,0.7371931510542875,1.0,1.0,0.35330359942913425,1.0,US,0.060568997633303
Residual_55_N40,2019-12-31,2020-01-01,US4,40,20,20,0.5621693605897656,1.004537841281647,5.3934137566355735,0.19434556424769095,0.10925512158658164,-0.169139675648988,0.625,0.875,0.15638573714382728,0.7625000000000001,US,0.06188833627171262
Residual_55_N40,2019-12-31,2020-01-01,US7,40,20,20,0.45066839075976717,1.0781142839830462,5.59149682067038,0.1893891160050697,0.08535168813741963,0.09677087087911014,0.75,0.75,0.13248230369466527,0.75,US,0.06350799817215927
Residual_55_N40,2019-12-31,2020-01-01,US3,40,20,20,0.14501764782440002,1.3051251451979957,5.610526559383805,0.18992043924177107,0.027541815372618517,0.6747088862310425,0.875,0.375,0.07467243092986416,0.6,US,0.06333032758925639
Residual_55_N40,2019-12-31,2020-01-01,US2,40,20,20,0.21092950444827852,0.9766376021905095,6.125982466266695,0.19171285858068193,0.04043789825678614,-0.17146249956794257,0.5,0.5,0.08756851381403179,0.5,US,0.06273822070216008
Residual_55_N40,2019-12-31,2020-01-01,US0,40,20,20,0.24098860816330644,0.9615868901228469,5.703470429262168,0.19387491916861466,0.04672164692821799,-0.3942098555120815,0.25,0.625,0.09385226248546363,0.45625,US,0.06203857458538107
Residual_55_N40,2019-12-31,2020-01-01,US6,40,20,20,-0.41816890613096225,1.0404494178497847,6.544248671220052,0.19011674014266952,-0.07950090926264451,-0.19146027053075165,0.375,0.125,-0.032370293705398866,0.23750000000000002,US,0.06326493723830341
Residual_55_N40,2019-12-31,2020-01-01,US5,40,20,20,-0.1845787595114695,0.9422627447764388,6.073117736557409,0.19484352369219407,-0.035963975901948796,-0.5824006069046805,0.125,0.25,0.01116663965529685,0.19375,US,0.061730168933290995
Residual_55_N40,2019-12-31,2020-01-01,JP4.T,40,20,20,2.7309045493929514,1.0786713619676151,5.437077527638565,0.18644849966060642,0.5091730559506402,0.7122286535723154,0.875,1.0,0.45747481471968615,0.9437500000000001,JP,0.0645096294953887
Residual_55_N40,2019-12-31,2020-01-01,JP0.T,40,20,20,1.4080402883792873,1.2156211759822604,5.382987802134679,0.1929177554456551,0.271635972011185,0.8149350083421064,1.0,0.75,0.21993773078023096,0.8625,JP,0.06234637970616984
Residual_55_N40,2019-12-31,2020-01-01,JP3.T,40,20,20,2.1364776516466337,1.0416305766710927,5.325841500664621,0.1878240725453032,0.40128193343429636,0.34905638166394226,0.75,0.875,0.34958369220334234,0.8187500000000001,JP,0.06403717835569632
Residual_55_N40,2019-12-31,2020-01-01,JP1.T,40,20,20,0.6884306787894507,0.9926014931394826,4.9564469938720785,0.20300969067769262,0.13975809915408036,-0.39248847531900843,0.375,0.625,0.08805985792312632,0.5125,JP,0.05924704181817894
Residual_55_N40,2019-12-31,2020-01-01,JP6.T,40,20,20,0.4327562579040424,1.0264088887119265,5.6622243213216175,0.19280844595035795,0.08343906156177072,-0.1950535920870513,0.5,0.5,0.031740820330816676,0.5,JP,0.06238172593421339
Residual_55_N40,2019-12-31,2020-01-01,JP5.T,40,20,20,0.07862813168337617,1.108590881292595,5.843653445914956,0.18704974702190175,0.014707372140180289,0.053739785383209004,0.625,0.25,-0.03699086909077376,0.41875,JP,0.06430227158590326
Residual_55_N40,2019-12-31,2020-01-01,JP2.T,40,20,20,0.3266518471538078,0.9563153517681504,5.419182216307191,0.19548061604466943,0.06385410431375554,-0.5581277860055501,0.25,0.375,0.012155863082801496,0.31875000000000003,JP,0.06152898367339072
Residual_55_N40,2019-12-31,2020-01-01,JP7.T,40,20,20,-1.1611783377740916,0.8830352375127657,8.063081817503424,0.19219993532616444,-0.22317840142232356,-0.7842899755499597,0.125,0.125,-0.2748766426532776,0.125,JP,0.06257922830549191
Residual_55_N40,2020-03-31,2020-04-01,US1,40,20,20,1.3150365267676145,1.1847628738493419,5.746903269752392,0.18730510496679095,0.24631305468137224,1.0199840976684584,1.0,1.0,0.2160435699342663,1.0,US,0.06397310453791213
