,Alpha_Always_Only,MAX_CAGR_MDD25_Core_Only,MAX_CAGR_MDD25_Core90_Alpha10,MAX_CAGR_MDD25_Core85_Alpha15,MAX_CAGR_MDD25_Core80_Alpha20,MAX_CAGR_MDD25_Core85_AlphaRegime15,ROBUST_MEDIAN_Core_Only,ROBUST_MEDIAN_Core90_Alpha10,ROBUST_MEDIAN_Core85_Alpha15,ROBUST_MEDIAN_Core80_Alpha20,ROBUST_MEDIAN_Core85_AlphaRegime15,SPY,QQQ,VT
2020-03-13,-0.012292987771924335,-0.05372736807603784,-0.038761877725572935,-0.03342423996963895,-0.03158161034480356,-0.03702172692710071,-0.028203612230406128,-0.026249442727236727,-0.025361890984111013,-0.02447533810215019,-0.024753948625179434,-0.06448065164916705,-0.07374063657730567,-0.20357309218621966
2020-03-16,-0.013594665236578263,-0.04844318022106342,-0.03405757468937376,-0.029027384208649698,-0.027510578241889072,-0.03256509049185852,-0.02351639431826802,-0.02215079215707705,-0.021558773510594875,-0.020968302373195802,-0.02087134358472842,-0.04959798360444312,-0.0780308319271329,-0.19571190369057168
2020-03-17,-0.008005495340045576,-0.047507319853023144,-0.0326552445858459,-0.027390412948609555,-0.025643356191591193,-0.031262984262299676,-0.022319913231943156,-0.020518384322643413,-0.019708119172697214,-0.01889914189263886,-0.019352265347274078,-0.03807776674294694,-0.06763262995232022,-0.19265275987511055
2020-03-18,-0.005724417625009637,-0.05752885525299389,-0.041592824716588206,-0.03575315162616588,-0.033396511790851235,-0.03972608145669909,-0.029015732581641696,-0.0263304955751279,-0.02507664470947235,-0.023823334005688035,-0.024858038860344767,-0.03176680516558095,-0.06965235012975124,-0.21764941515484992
2020-03-19,0.0,-0.05417754198410951,-0.03795202960631183,-0.03197305587154442,-0.029489774258672385,-0.03630639890413567,-0.025475036741963275,-0.02255230892913529,-0.02117959651963186,-0.019807133272983557,-0.021310294310054045,-0.023671029433357416,-0.07463011217081095,-0.21175312235929455
2020-03-20,-0.0038048300992830075,-0.05810993680895993,-0.041917941797044556,-0.03594653881201315,-0.033456329818444264,-0.04004209324445429,-0.029292137352693648,-0.02636990490387625,-0.02499706986627026,-0.02362446763947168,-0.024903833042455248,-0.038073188661138624,-0.06965976325926448,-0.21365041185776668
2020-03-23,-0.003350488648151684,-0.05921144960962865,-0.042882649879817825,-0.03683890386506572,-0.03427244177682587,-0.04095693616310392,-0.03019103908814691,-0.02713694692091584,-0.02569781566325935,-0.024258727325123908,-0.025631328971011724,-0.03818961212706107,-0.081200544032484,-0.2177783826215276
2020-03-24,-0.0014940087738372076,-0.06131433802330055,-0.0446298141140089,-0.03839975078328639,-0.03563957206540902,-0.042618295393828776,-0.03164838965185057,-0.028271475692807635,-0.02667007493143636,-0.02506823272297176,-0.02671255319971466,-0.050467953181872915,-0.06077348828274265,-0.22153679792838998
2020-03-25,-0.004724430579339467,-0.059433163074847695,-0.04321575031736258,-0.03722837170109572,-0.034717459690398744,-0.04126621270258879,-0.031299336253735044,-0.028270611098376808,-0.02684419984678177,-0.02541792312478275,-0.02669774051331264,-0.050323531220584306,-0.05829307694336283,-0.2139359570453695
2020-03-26,-0.003145546812829525,-0.06392158270771353,-0.04717319687308685,-0.04090449812789232,-0.03809629010113591,-0.04501817642390049,-0.034960293485261085,-0.03142162121077363,-0.02973875597211595,-0.0280552595404141,-0.02968537381431746,-0.03715439303477641,-0.06428683749770503,-0.22238385173076103
2020-03-27,-0.0052117608027260065,-0.0557276158277622,-0.03986417595237668,-0.034066560604333995,-0.031759021219891936,-0.038090802263115564,-0.028176738260967116,-0.025494795074735732,-0.02424319983512102,-0.02299250186456636,-0.02406884308148438,-0.03687960293131265,-0.06837824332202058,-0.21172864503328226
2020-03-30,0.0,-0.06235991068067315,-0.04509142419822809,-0.03856256082945975,-0.03550112787792359,-0.04307426178123874,-0.03278789863854947,-0.028801594220110638,-0.026894856907505815,-0.02498732344590926,-0.027234543210702178,-0.06506094546680641,-0.06779964272815087,-0.22577959789620128
2020-03-31,0.0,-0.059467989271540955,-0.04212282578311388,-0.035561877285938515,-0.03247906360262032,-0.04027882325823162,-0.029698789527099256,-0.025686579173944235,-0.023767126090792567,-0.02184684842928175,-0.02430223231250006,-0.07639014616881934,-0.056206210483882746,-0.22283326099898293
2020-04-01,0.0,-0.059590360926246255,-0.041647904824719584,-0.03478187538769839,-0.0313937756652779,-0.03985556628891407,-0.03195607737980588,-0.027129378398763837,-0.024800044949900957,-0.02246826446906125,-0.025693390298999308,-0.06958306392887326,-0.06590000881463232,-0.21539986423020652
2020-04-02,0.0,-0.05714313547965422,-0.039194034061862726,-0.03233059068151334,-0.028954123869112447,-0.037543008980635895,-0.03155377739634124,-0.02655298623193103,-0.024136023570279108,-0.02171619996968077,-0.02515767554761905,-0.07524074452195806,-0.0696432782187324,-0.20812861441362607
2020-04-03,0.0,-0.056313915022536465,-0.03820581544784407,-0.0312631951188177,-0.027810634543658508,-0.03661822557844219,-0.03201657982031281,-0.026740950294960708,-0.024185496090966985,-0.021626492358460925,-0.025345720044432585,-0.06615584714488976,-0.06981456521508633,-0.20617906034239686
2020-04-06,-0.0013476612367115948,-0.059678894283374584,-0.041422026645586585,-0.034395183450955824,-0.03084596353421598,-0.03965500201662753,-0.03520153911587698,-0.02975419859078321,-0.02711187324565434,-0.02446551223859683,-0.028189807567599368,-0.07924586287998481,-0.05204823539652548,-0.2079485353660636
2020-04-07,0.0,-0.060293731007513784,-0.04177704910211821,-0.03461593652322448,-0.030930153052248555,-0.04000022840552209,-0.03524361364849948,-0.029580660357001798,-0.02682964332513138,-0.02407400117429026,-0.028035066543288467,-0.07467625422449986,-0.04022071450192899,-0.2129619850079557
2020-04-08,0.0,-0.0669205158360704,-0.04773307475060229,-0.040212809986030496,-0.036143190398632785,-0.04564138701768805,-0.040680834736857685,-0.034375682699501864,-0.0313002462923615,-0.02821829337750792,-0.03257657390602586,-0.0695233408416478,-0.02132912284473265,-0.22422889748562214
2020-04-09,0.0,-0.06898786625997977,-0.049002260523548946,-0.04106836092322663,-0.03657691473775315,-0.04687074311961159,-0.04165713709015184,-0.03462160678823012,-0.03117738279344351,-0.02772429234489171,-0.03283769996481689,-0.060313975384086116,-0.020563087176869166,-0.23039340826469057
2020-04-10,-0.0033602419386844495,-0.07359137371739066,-0.05355391470781912,-0.045582022410401435,-0.04103539567993686,-0.0511649282796115,-0.045550568139708036,-0.038475809964946706,-0.0350113103621994,-0.031537737149506806,-0.03647006319112123,-0.06732827950228815,-0.0031693613140927335,-0.23903077304550058
2020-04-13,0.0,-0.0788976670433662,-0.05808002099142151,-0.04969500396477966,-0.0447145728747983,-0.05546609602198638,-0.049281351511838656,-0.041499930859306144,-0.03767784638371274,-0.03384406406620433,-0.03934810060327021,-0.05821142803195267,0.0,-0.2490499605848263
2020-04-14,0.0,-0.07309117024740197,-0.052453863861515626,-0.04417593488184568,-0.03932457512231935,-0.05015033451388606,-0.04614609135429626,-0.03836793230435653,-0.03454787794167391,-0.03071620319862367,-0.036396252994770895,-0.04067538422375716,0.0,-0.23242695319463924
2020-04-15,0.0,-0.08266529096972586,-0.060892822427136006,-0.052008564727095585,-0.04651345549053876,-0.058156304321818175,-0.054046726733086636,-0.045161394512525765,-0.04078020062918919,-0.036382800160322804,-0.042842160716529354,-0.06613939686859793,0.0,-0.24791411748995296
2020-04-16,-0.0006847697749163828,-0.07583967974780659,-0.054668277406966226,-0.046110277225815066,-0.040968354332677426,-0.05225757054343416,-0.04885341181378844,-0.040508892854490774,-0.036402501037739565,-0.03228253897618216,-0.03843454555941472,-0.06521401139173055,-0.006702318133784857,-0.2374968502749789
2020-04-17,0.0,-0.07818960004970243,-0.05635936325413016,-0.04745711230352401,-0.04196095128389998,-0.0538798243868549,-0.04996635581118569,-0.04103996304435853,-0.03663875914978809,-0.03222145208593297,-0.038958547458309734,-0.08492007239147414,0.0,-0.24853952360562692
2020-04-20,-0.0028405871033048147,-0.0782602815426019,-0.05669253242591232,-0.04792506172790434,-0.042563997469620696,-0.054183366361942875,-0.047394950313386586,-0.038976354514731915,-0.03483287907211896,-0.030675716190973867,-0.036993220649587766,-0.09398210042584221,-0.0025285642214862847,-0.25751468086737583
2020-04-21,0.0,-0.0843128940104424,-0.06194605274380449,-0.05275268014557166,-0.04694139649739271,-0.05917253996654348,-0.052380335614846896,-0.04317552612476239,-0.038633229756088294,-0.03407371419492666,-0.04098186671047055,-0.10207533813038505,0.0,-0.2665265573398261
2020-04-22,-0.002156081532095566,-0.08758928376377695,-0.06516908265056831,-0.055939948677743545,-0.05008045688640261,-0.06221649710993804,-0.054259524832265926,-0.045089523921184815,-0.04056463052874937,-0.03602263127669181,-0.042784485757845325,-0.1024590420766891,0.0,-0.27605481259789655
2020-04-23,-0.0057302336800189035,-0.0857199393144441,-0.06378017639269984,-0.054803115048295936,-0.04920400155124793,-0.06088568028199903,-0.0535998903528313,-0.04483213358436389,-0.04051130872999997,-0.03617531708765487,-0.04252556975323196,-0.09804985461196192,-0.015918055316316293,-0.267810074286288
2020-04-24,-0.010733744273086487,-0.08307800208480998,-0.061816513049166244,-0.05319501459420761,-0.04796298463255666,-0.05900437137978698,-0.05149007463291433,-0.04339638164861248,-0.03941743570184342,-0.035426448816123,-0.04114489247865816,-0.08786404949896398,-0.016117973303168553,-0.26243785863464264
2020-04-27,-0.011234217347567133,-0.08418781008718712,-0.06288596396270119,-0.054240944023160376,-0.048981160290429315,-0.060015320081085344,-0.05272054994776265,-0.04456165407453294,-0.04054954627587559,-0.036525096371573196,-0.04224586185131096,-0.0846309625208137,-0.01330941700246413,-0.2643097644232113
2020-04-28,-0.006527681378917238,-0.07226796640692135,-0.05146250669459085,-0.04310249344832229,-0.038173324832945665,-0.04921333607918088,-0.043581945662203414,-0.03581128098953035,-0.031996879631361996,-0.028171989961471855,-0.03398185159741163,-0.07686006276317126,-0.01424693408180755,-0.23982593495261306
2020-04-29,-0.0026124887072365155,-0.07431618300678389,-0.052973431067603105,-0.04433255140119052,-0.03911402058626723,-0.05066035708074812,-0.04640020173636128,-0.03798834049701183,-0.033849191036554704,-0.029696942516740044,-0.036058784564720114,-0.08839311681111717,-0.014306880537645505,-0.23978847346333276
2020-04-30,-0.004846419472541497,-0.07397927593418308,-0.052875337007314394,-0.04435797764262561,-0.03926468038827269,-0.05055803612583665,-0.04549415212129726,-0.03738117232787119,-0.033393507573855286,-0.02939406002643663,-0.035474602152336554,-0.07641876948203241,0.0,-0.23905184072385832
2020-05-01,-0.0014450291769495527,-0.07588761739203198,-0.05430826321392712,-0.045542003627502936,-0.04019183531910564,-0.05192908933463236,-0.046568271739037104,-0.038027077877925364,-0.03382251108446155,-0.029604352346699114,-0.03610048429493784,-0.11190485429881514,-0.009470536169288835,-0.24509827147186558
2020-05-04,-0.0075789785222398764,-0.08295600477829657,-0.06139928514861992,-0.05262688572444596,-0.04724415716940811,-0.0586171304201164,-0.052366380085180464,-0.0438830460464007,-0.03970704641559264,-0.03551756353169855,-0.04161588154128726,-0.09514999597240814,-0.024037143852155052,-0.2521661880900071
2020-05-05,-0.011948140134738772,-0.08390059961045859,-0.06268262603174368,-0.05408197112547597,-0.048868167737034396,-0.059814347426927705,-0.05154533514327442,-0.04355842370473817,-0.03963399273574131,-0.03569828135099573,-0.04128981428379841,-0.08006263289780602,-0.030484334430704307,-0.25674928992171175
2020-05-06,-0.0077411598134277115,-0.07931842916354015,-0.05806406083529414,-0.04945621368050268,-0.04425229440818912,-0.05545681300554661,-0.04761269331159412,-0.03958200221576624,-0.03563590199225075,-0.03167843057679831,-0.03754353974134128,-0.07140170688275893,-0.02138569559504755,-0.24892601062563513
2020-05-07,-0.005719477754530411,-0.0764877135186286,-0.05526568804491927,-0.046681560066855754,-0.04151201232689439,-0.0528151430599515,-0.04529359357575535,-0.03728153213618046,-0.033345150691860725,-0.029397528161208664,-0.03537497750955931,-0.04587582280680824,-0.011046096415425755,-0.24357178642403554
2020-05-08,-0.0015511813963433596,-0.0702910302775196,-0.04916445655049251,-0.04064489641266289,-0.03556326987174274,-0.0470555703756379,-0.040598589789278106,-0.03261696961434424,-0.028696579680103862,-0.024765180583274704,-0.03097880612614634,-0.06596117505301413,-0.0034196051026208485,-0.23157354536203523
2020-05-11,0.0,-0.07163581066220737,-0.050028829828203114,-0.041259242543660535,-0.03592173274888666,-0.04789036730811913,-0.04119401612109597,-0.03277738085303861,-0.02863676516045366,-0.0244833541188606,-0.031147476580417943,-0.056835102159274564,0.0,-0.237966944628077
2020-05-12,-0.0005291207106147278,-0.06907902080718265,-0.047724427269600356,-0.03909095401468354,-0.03389963605955293,-0.045706848878371065,-0.03985685056878974,-0.0316145454359783,-0.027562384046947885,-0.023498210932470398,-0.030045114055564204,-0.054955131680563096,0.0,-0.23236524287110216
2020-05-13,-0.006121706296733143,-0.06689692159961491,-0.04624833811671725,-0.03798294256384471,-0.03316915955796029,-0.0442860786370064,-0.039352430454802745,-0.0316985347443105,-0.027944334746187183,-0.024180611706400845,-0.030100443947941202,-0.051832254945860634,-0.00578934372152784,-0.2293532160300149
2020-05-14,-0.004867036359856303,-0.06595402411872664,-0.04526055017715236,-0.03697447759284889,-0.03214347108498905,-0.043356610607479085,-0.038674406260656546,-0.030961212888049983,-0.02717710196672496,-0.023383251263934923,-0.029408376915245005,-0.0646333478438541,-0.016598743314162334,-0.22513364706128614
2020-05-15,-0.002039875839766281,-0.07033216773591755,-0.049016935795517136,-0.0404009683045321,-0.03522283615001898,-0.04692346211244969,-0.04095928564994422,-0.03275880106127582,-0.028727910544156465,-0.024685318762039388,-0.031121074877203392,-0.059843562950983475,-0.03098333086112759,-0.23293214997949963
2020-05-18,-0.0007986647919617784,-0.07462138946141694,-0.052847465157189744,-0.043985161745780044,-0.038543813108645075,-0.05055441665064808,-0.04392119169431141,-0.035327009832164635,-0.031096437126744814,-0.02685244291277533,-0.03355606801409017,-0.055561883837391024,-0.03322503030874635,-0.24224473567156124
2020-05-19,-0.004975917673753716,-0.07035494760144423,-0.04931328382609801,-0.04083813170784156,-0.03580148275911421,-0.04719085676244461,-0.040874240240882154,-0.032963393809029906,-0.02907937612965661,-0.02518503082656598,-0.03130170901730678,-0.06299836901304678,-0.02363559502435464,-0.23713573222605955
2020-05-20,-0.006268352265153654,-0.06740726886693382,-0.04672381124739944,-0.0384399307117812,-0.03360617032036717,-0.044734283439650246,-0.03944232308029161,-0.03178964715973598,-0.02803644787226356,-0.024273995663878445,-0.030185673505793598,-0.06342397201244543,-0.020454381016471457,-0.22891068114408686
2020-05-21,-0.002029719327928725,-0.07019161866871138,-0.04887869582128357,-0.04026492883146093,-0.03508997803014724,-0.046791808849637295,-0.04191305282001567,-0.033618042079596844,-0.0295396378516668,-0.02544942557988983,-0.031933736603933505,-0.07774048343845474,-0.01978280576065683,-0.23441936791932294
2020-05-22,-0.004417453605956134,-0.06857304537667497,-0.047616153628002644,-0.03918929858631337,-0.03420796349230992,-0.04558665543849416,-0.04091660562530142,-0.03294469082329199,-0.029030006379665685,-0.025104909682740484,-0.03128639120610999,-0.08176635870538518,-0.03172158131836944,-0.2286108622873807
2020-05-25,-0.003810724790908271,-0.06166549379432873,-0.04120144045513874,-0.03304482324194813,-0.028360323662113274,-0.039517990163067895,-0.03557096069645882,-0.028034686246351193,-0.02434113427192608,-0.02063906570663221,-0.02664383657486924,-0.07077427877148024,-0.0008740091557517538,-0.217232702333509
2020-05-26,-0.004422688175596434,-0.06106846408254529,-0.04071129461431344,-0.03261096991037771,-0.027985123644667653,-0.039051639515828684,-0.03407578775803011,-0.02673822358334066,-0.023145341650050444,-0.019544733124481906,-0.025414989989897996,-0.059425025349303606,-0.010316315942454302,-0.22042890890763855
2020-05-27,-0.011342589049090912,-0.06842822358986456,-0.048145456975043355,-0.040064964659210056,-0.03543161406873896,-0.04605525471214533,-0.039841905731293425,-0.03264363077689092,-0.029120469115299863,-0.02558998100181209,-0.03096979524111354,-0.05035732438596985,-0.008476419181850936,-0.23358167742570402
2020-05-28,-0.007517470849138785,-0.07489364435421686,-0.05372275516902525,-0.04517079657661782,-0.04004077317584309,-0.05135067355515344,-0.0439605076769114,-0.0360038914127806,-0.03209692163707856,-0.02817977050795295,-0.03416552906124781,-0.03899421275403381,0.0,-0.24538125625715446
2020-05-29,-0.009211495081195231,-0.07731652591644311,-0.05611476690395567,-0.04754087750429248,-0.04237980533685726,-0.0536082623296672,-0.045453621113915266,-0.037523417470439746,-0.03362962761788968,-0.029725729292879977,-0.0355960469440838,-0.027342504284486813,0.0,-0.2512955041862033
2020-06-01,-0.01029504218314381,-0.07908392255076557,-0.057845199843622686,-0.04924788890490195,-0.04405671427544,-0.05524230004104824,-0.04633192373822781,-0.038425715396798066,-0.03454395891244422,-0.030652171162881214,-0.03644523616692141,-0.03446780135488969,-0.009230405223596194,-0.2551057902691175
2020-06-02,-0.00961817601950643,-0.07722987530870451,-0.05607363945662591,-0.04752335720124845,-0.04238630600227511,-0.05356740894812129,-0.044694314670712054,-0.03687388583127382,-0.033035743244532734,-0.029187955327255044,-0.03497952954717565,-0.030166883489788354,0.0,-0.2552425892916561
2020-06-03,-0.005688129581657986,-0.07861335193967856,-0.05697274521697615,-0.04817022499183965,-0.04277487599154928,-0.05443551075375508,-0.046717994753585734,-0.03832791873532604,-0.03420129571545283,-0.030062699942760118,-0.03637250346131915,-0.01707249511481268,-0.01554261258386147,-0.2551977676560858
2020-06-04,-0.001654834357163515,-0.0802261927829866,-0.05807586809406062,-0.04900728966339807,-0.04333876387761082,-0.0554971990380736,-0.04842495710198813,-0.03948761629387809,-0.03508361912881508,-0.030665243818461918,-0.03748737301340732,-0.03285288484652216,0.0,-0.2574424383872843
2020-06-05,-0.004877293258737869,-0.07543528805139821,-0.05396424947567757,-0.045257242143875165,-0.039969911419740156,-0.05158982317450411,-0.04398334971967288,-0.035762659232541294,-0.03172250482212824,-0.02767140500742049,-0.03394822383794471,-0.04844566829215036,0.0,-0.2511780700852795
2020-06-08,-0.009380571603241905,-0.08074158379872787,-0.05927893455372335,-0.050562894378621714,-0.04524667776553026,-0.056602771014854336,-0.0475005433727127,-0.0393917042395,-0.03540773017561505,-0.03141319476322346,-0.037362674861155964,-0.06440845598866185,-0.0026274582398611024,-0.2577976402603107
2020-06-09,-0.009941617628556054,-0.07520492349206509,-0.05423287695607437,-0.045782891041339036,-0.040754468476616346,-0.05182111775332621,-0.04382756268145238,-0.03611228450366322,-0.03232800543990355,-0.028534895559021445,-0.0342564799343269,-0.0839027610216524,-0.01903402451600411,-0.24625959315103396
2020-06-10,-0.014293499743086913,-0.07097263519567265,-0.050753157146088634,-0.042700145363674835,-0.038085797262210286,-0.048507811657197863,-0.04056026255815104,-0.03357167185199483,-0.0301554219829252,-0.026733281441790213,-0.03183352597148881,-0.09504715239738937,-0.03210458882418632,-0.23751806900579886
2020-06-11,-0.011039683236210407,-0.06890487810467016,-0.048538326791843334,-0.0404150571992854,-0.035737978380109836,-0.04642503897876371,-0.04042519753204943,-0.03313020996486038,-0.02955915323466607,-0.025981121668342544,-0.03143004394943816,-0.1004027022970786,-0.03231277801651622,-0.2293529423232964
2020-06-12,-0.01056821556769838,-0.072320247647772,-0.05163403656554566,-0.04333833027480438,-0.03847566352796983,-0.04935727918961208,-0.04241187191650608,-0.03488571625473069,-0.0311975528484556,-0.027501515909521657,-0.033092989747630086,-0.08358906561752,-0.009676273239103028,-0.23523665439338926
2020-06-15,-0.006284869324458264,-0.07508142455204092,-0.05376395296233416,-0.04513743179041152,-0.03993268753069035,-0.051391986924652744,-0.04431804154482932,-0.03619694494943393,-0.032207665743848146,-0.02820818792144686,-0.03435227644185579,-0.08804997502411704,-0.006496490305223257,-0.23611339576573942
2020-06-16,-0.002573543586678828,-0.069084824936128,-0.04788922485180658,-0.03934037166042448,-0.03423597012833368,-0.04584547036965947,-0.038629377138539533,-0.030673679470837656,-0.0267688509902273,-0.02285465239882767,-0.029141903983284645,-0.10416275707341216,-0.0019410829613292213,-0.22926587043402846
2020-06-17,-0.003453219079847969,-0.07036159397247821,-0.04914845111472055,-0.04058738856868038,-0.03546597227964143,-0.04703355239180196,-0.039288099914755015,-0.031356925297968186,-0.027464423553456907,-0.023562635316230374,-0.02978440589586384,-0.1020422585164309,0.0,-0.2309203766634761
2020-06-18,-0.010517884696247704,-0.07475349502095585,-0.05386543034069757,-0.04546028008796976,-0.040478923844065595,-0.0514683605145011,-0.04254044012698888,-0.03499488148446972,-0.03129710286571108,-0.02759151777686808,-0.03319526235730663,-0.1037445759766944,0.0,-0.2371551210974402
2020-06-19,-0.010894258514910549,-0.07906445977450005,-0.05786887781692096,-0.049295074539937866,-0.04412844645947078,-0.055257370098875436,-0.04742376826517336,-0.03946121927924762,-0.03555194497867076,-0.03163315133130251,-0.03741970229264069,-0.11178852629678715,-0.004874764338929194,-0.24370345479760958
2020-06-22,-0.01095620626591165,-0.08120796688830367,-0.059848334851468676,-0.05118488281453604,-0.04592027716531799,-0.05713177638382472,-0.048306386572775084,-0.04026823161213566,-0.03632058101133784,-0.032363080505565245,-0.03818323259136691,-0.11771326227394907,0.0,-0.24975722475796036
2020-06-23,-0.006834627221150802,-0.08612996232230741,-0.06398932909079003,-0.054912197784531824,-0.049213928149249075,-0.061071478914309196,-0.05331963686001806,-0.04441832241452581,-0.040033128931578066,-0.03563439425459525,-0.04212909175445667,-0.10601216312694561,-0.004363401617756391,-0.25995158187914136
2020-06-24,-0.010278084659769204,-0.07479118764259551,-0.05386172376925569,-0.04543652178789481,-0.040435786415681574,-0.051462232746337544,-0.0456675784139835,-0.03779802997074655,-0.033936846112814556,-0.03006710787257516,-0.035846854211051826,-0.12068468458868342,-0.012329663374628375,-0.23382556963290013
2020-06-25,-0.010408453181147803,-0.08175501151919995,-0.06028340594627801,-0.05156243636266222,-0.046238992596330686,-0.057541980680375304,-0.04995733284415482,-0.04170331979310338,-0.037647045709356175,-0.033580563476507064,-0.03954209832162403,-0.13776804818446342,-0.012868122549560934,-0.25137961256128805
2020-06-26,-0.010185692528442924,-0.08398131390935548,-0.06231277721890638,-0.05348499098349835,-0.04804598290402029,-0.059465143356432826,-0.05060875873755011,-0.0422731251461923,-0.038175438133808415,-0.0340671786732919,-0.040082422396555906,-0.13260336901734748,-0.013464685541005772,-0.2599538548507454
2020-06-29,-0.009722242767373879,-0.08263946102944864,-0.06103263781141388,-0.05223996729777658,-0.0468412434139156,-0.05825440839461604,-0.05092399431770578,-0.04251448557157633,-0.03837934581454894,-0.03423330750679909,-0.040312892887735874,-0.1386519160494969,-0.006381545955537082,-0.2544555013081099
2020-06-30,-0.0048578477607188475,-0.08714977702112059,-0.06472629649494777,-0.05550244809387672,-0.04965388911577662,-0.06177374549680692,-0.054344630242430636,-0.04515000485810183,-0.04061677344833747,-0.03606914258475247,-0.042828669432315225,-0.12213290437471291,-0.03331230667022722,-0.260341929354466
2020-07-01,-0.007639015994358345,-0.08807586217153396,-0.06584163197876258,-0.05671285513932578,-0.05095638379979539,-0.06266146331288391,-0.0546898122521462,-0.04573054545124866,-0.04131662211875997,-0.03688941303682425,-0.04320589863611746,-0.1234326229271625,-0.031198443906875872,-0.2632729532203206
2020-07-02,-0.012347788902415169,-0.08634192432444421,-0.064686299283501,-0.05585970671883167,-0.0504134163934955,-0.06127997222875314,-0.053937048731033665,-0.04549944011662188,-0.041350067056700524,-0.03718985829418964,-0.042694476784341795,-0.12416378772925407,-0.037739857876331495,-0.25958581777415
2020-07-03,-0.013289790268327106,-0.08554095536176898,-0.06403754922984017,-0.05529124399465224,-0.049928582546742484,-0.06060733331398649,-0.054292229765190436,-0.04591299221424239,-0.04179313858652933,-0.03766269455570603,-0.0430273600691059,-0.11553077121060906,-0.04567202764851386,-0.2501688986141636
2020-07-06,-0.01842861287956954,-0.08766071859544888,-0.06647765018819707,-0.05789065670303739,-0.05268003547741129,-0.06260503160516162,-0.056174016927088455,-0.048118498487465744,-0.04416235438313765,-0.04019697362361374,-0.04479545039744437,-0.13278077357265639,-0.060011097302784866,-0.25243821930634247
2020-07-07,-0.018613891727611076,-0.08323318670237712,-0.062417972178485326,-0.054031127519029276,-0.04903796523992199,-0.058743582923227566,-0.05270111847681491,-0.04498418039936003,-0.0411998855554212,-0.03740785759165666,-0.04181330752197254,-0.12893828186232148,-0.06373325232702554,-0.24393202336910802
2020-07-08,-0.014784401736519848,-0.09040509890126125,-0.06865339166141937,-0.05976774153704967,-0.054247349429746516,-0.06489236719920177,-0.058268373494852366,-0.049662867979533565,-0.04542830244570639,-0.04118233341429112,-0.04648769471215186,-0.1324306813074998,-0.06913790754193572,-0.25899138863489934
2020-07-09,-0.016056381367868244,-0.0924986097429471,-0.07070285161432677,-0.061789248553885234,-0.056232940299629885,-0.06675798180395998,-0.058918303507309644,-0.05037584503994608,-0.046173137668763076,-0.04195929050566238,-0.04708397748474957,-0.12134959918534383,-0.0735115605055745,-0.2641763193725084
2020-07-10,-0.011428988341290247,-0.09127553696666613,-0.06913860908143799,-0.060052609428421166,-0.05432769152446604,-0.06555721365017797,-0.058396095194692244,-0.04945499216631699,-0.04505038561149144,-0.040632880557630036,-0.04650007436340764,-0.1278200490453597,-0.09117888330357926,-0.25960905363145703
2020-07-13,-0.012757843653204315,-0.08484957005388516,-0.06333948151381896,-0.0545923900241152,-0.04923213720170416,-0.05997823945366043,-0.054784209972562836,-0.04630120212569222,-0.04212931856720281,-0.03794678202777879,-0.043429636275365224,-0.12564398389687836,-0.08973471333223226,-0.24167910526919267
2020-07-14,-0.012443320810875957,-0.08590370789939406,-0.06428066397501286,-0.05547285254609413,-0.0500476883906964,-0.0608896235916182,-0.0539703094348335,-0.04553173396029764,-0.04138246601479523,-0.03722276339020747,-0.04272036772547505,-0.12908005310604587,-0.09797112139826014,-0.25022591730025356
2020-07-15,-0.012635581783231653,-0.08988330699165747,-0.06796524411939509,-0.05899570525777453,-0.05339323755208503,-0.06437033357337907,-0.05742877775914779,-0.04869070192556357,-0.0443892736769832,-0.04007600557491864,-0.045700614930349714,-0.12443021492631079,-0.11513409762681925,-0.2602408713939429
2020-07-16,-0.01506560044949723,-0.08595783523630396,-0.06457662178714663,-0.05589320293081701,-0.05059289223818442,-0.06100922824873367,-0.05326169750575993,-0.04513969027608411,-0.04115103565071243,-0.0371534654053578,-0.04218498357833966,-0.12674194900577074,-0.12057510420360695,-0.2570182690511673
2020-07-17,-0.014948361822500367,-0.08505344196797693,-0.06373249336572151,-0.05508232665477564,-0.049818782378180604,-0.06021615841871886,-0.0526225986594252,-0.044548200920087155,-0.04058373254592118,-0.03661056530244888,-0.04163197347555292,-0.1236646582796811,-0.12834887272026563,-0.25635808123902204
2020-07-20,-0.017454535625331058,-0.0874086505686027,-0.066139781766127,-0.05751044127197036,-0.05225899992190364,-0.06234416046048452,-0.05476822092261846,-0.04673880575104261,-0.04279683009352009,-0.03884628652263156,-0.04355005880730811,-0.10470104354671506,-0.1275608519062189,-0.26255726982561567
2020-07-21,-0.01586695273212979,-0.09101397039085923,-0.06930930088726861,-0.060446933451219986,-0.054948077402701134,-0.06544739844206793,-0.05709981710839129,-0.04870104122806873,-0.044571791854396525,-0.040432379403122054,-0.04550907401496074,-0.10743811395245573,-0.13306432462350604,-0.2730641941334524
2020-07-22,-0.019315295464995108,-0.09686500676777343,-0.07502708139283576,-0.06608137791224244,-0.060476909006755175,-0.07065890150711451,-0.06221174598132784,-0.05367608715205263,-0.04947682833815703,-0.045266665841521836,-0.05000796119782336,-0.10278201832585099,-0.14766444310340798,-0.27735256501141614
